w_word	x_word
1111222233334444	1112221333244434
1111222233334444	1122113322443344
1111222233334444	1211132224333444
1111222233334444	1122113324243344
1111222233334444	1122131322443344
1111222233334444	1212113322443344
1111222233334444	1122113322443434
1111222233334444	1112221333442434
1111222233334444	1112223313244434
1111222233334444	1122121333244434
1111222233334444	1213211432243344
1111222233334444	1112221333444234
1111222233334444	1122113324432344
1111222233334444	1112223331244434
1111222233334444	1122133212443344
1111222233334444	1122112333244434
1111222233334444	1211123322443344
1111222233334444	1123211432243344
1111222233334444	1231114222333444
1111222233334444	1211132422333444
1111222233334444	1213112224333444
1111222233334444	1122133214432434
1111222233334444	1211132224343344
1111222233334444	1112221334342434
1111222233334444	1213121224333444
1111222233334444	1212121333244434
1111222233334444	1211132224343434
1111222233334444	1112221334344234
1111222233334444	1212112333244434
1111222233334444	1112221334432434
1111222233334444	1213211224333444
1111222233334444	1211122333244434
1111222233334444	1211132223344434
1111222233334444	1122113432243344
1111222233334444	1211134222333444
1111222233334444	1123211322443344
1111222233334444	1231112224333444
1111222233334444	1112223331444234
1111222233334444	1122133214432344
1111222233334444	1122113322344434
1111222233334444	1211132223443344
1111222233334444	1231121224333444
1111222233334444	1211132223443434
1111222233334444	1122113432432344
1111222233334444	1123213212443344
1111222233334444	1122123331444234
1111222233334444	1231114222343344
1111222233334444	1122113434232344
1111222233334444	1123231212443344
1111222233334444	1212123331444234
1111222233334444	1231114222343434
1111222233334444	1122131324243344
1111222233334444	1212113322443434
1111222233334444	1122131324432344
1111222233334444	1211123322443434
1111222233334444	1122131432243344
1111222233334444	1213211322443344
1111222233334444	1112223331442434
1111222233334444	1122113323244434
1111222233334444	1122131432432344
1111222233334444	1213213212443344
1111222233334444	1122123331442434
1111222233334444	1231114223243344
1111222233334444	1122131434232344
1111222233334444	1212123331442434
1111222233334444	1112223313442434
1111222233334444	1122123313244434
1111222233334444	1231121432243344
1111222233334444	1213211432432344
1111222233334444	1112223313444234
1111222233334444	1122123331244434
1111222233334444	1231112432243344
1111222233334444	1123211432432344
1111222233334444	1112223314342434
1111222233334444	1122132313244434
1111222233334444	1213121432243344
1111222233334444	1213211432432434
1111222233334444	1112223314344234
1111222233334444	1122132331244434
1111222233334444	1213112432243344
1111222233334444	1123211432432434
1111222233334444	1112223314432434
1111222233334444	1122133213244434
1111222233334444	1211132432243344
1111222233334444	1213211422333444
1111222233334444	1122133214243344
1111222233334444	1211132322443344
1111222233334444	1213114222333444
1111222233334444	1122113324432434
1111222233334444	1122131323244434
1111222233334444	1213211322443434
1111222233334444	1112223334144234
1111222233334444	1122131322344434
1111222233334444	1212113432243344
1111222233334444	1123211322443434
1111222233334444	1112223334441234
1111222233334444	1122133212344434
1111222233334444	1211123432243344
1111222233334444	1234111222333444
1111222233334444	1122133412243344
1111222233334444	1213121322443344
1111222233334444	1213214321432434
1111222233334444	1122113324342434
1111222233334444	1122133412432344
1111222233334444	1213123212443344
1111222233334444	1231124321432434
1111222233334444	1231114223342344
1111222233334444	1122133414232344
1111222233334444	1213122312443344
1111222233334444	1213124321432434
1111222233334444	1231114223342434
1111222233334444	1122133421243344
1111222233334444	1213112322443344
1111222233334444	1123214321432434
1111222233334444	1122113324344234
1111222233334444	1122133421432344
1111222233334444	1213112223443344
1111222233334444	1122134321432434
1111222233334444	1231112224343344
1111222233334444	1213121223443344
1111222233334444	1231112224343434
1111222233334444	1122133441232344
1111222233334444	1213212312443344
1111222233334444	1123124321432434
1111222233334444	1231114223344234
1111222233334444	1213211223443344
1111222233334444	1231112223344434
1111222233334444	1112223413342434
1111222233334444	1123122313244434
1111222233334444	1213122433144234
1111222233334444	1213211432342434
1111222233334444	1112223413344234
1111222233334444	1123122331244434
1111222233334444	1213212433144234
1111222233334444	1123211432342434
1111222233334444	1112223413432434
1111222233334444	1123123213244434
1111222233334444	1231122433144234
1111222233334444	1213211432342344
1111222233334444	1122134312243344
1111222233334444	1231121322443344
1111222233334444	1213214321432344
1111222233334444	1122113323442434
1111222233334444	1112223431342434
1111222233334444	1123212313244434
1111222233334444	1123122433144234
1111222233334444	1213211432344234
1111222233334444	1112223431344234
1111222233334444	1122134312432344
1111222233334444	1123212331244434
1111222233334444	1231123212443344
1111222233334444	1123212433144234
1111222233334444	1231124321432344
1111222233334444	1123211432344234
1111222233334444	1231114223432344
1111222233334444	1112223431432434
1111222233334444	1123213213244434
1111222233334444	1122132433144234
1111222233334444	1213211422343344
1111222233334444	1122134314232344
1111222233334444	1231122312443344
1111222233334444	1213124321432344
1111222233334444	1231114223432434
1111222233334444	1122134321243344
1111222233334444	1231112322443344
1111222233334444	1123214321432344
1111222233334444	1122113323444234
1111222233334444	1123211323244434
1111222233334444	1213211322344434
1111222233334444	1112223433144234
1111222233334444	1122134321432344
1111222233334444	1123211322344434
1111222233334444	1231112223443344
1111222233334444	1231121223443344
1111222233334444	1231112223443434
1111222233334444	1112223433441234
1111222233334444	1123213212344434
1111222233334444	1122123433144234
1111222233334444	1234111222343344
1111222233334444	1123231213244434
1111222233334444	1213211422343434
1111222233334444	1112223434341234
1111222233334444	1123231212344434
1111222233334444	1212123433144234
1111222233334444	1234111222343434
1111222233334444	1213112422333444
1111222233334444	1123213214432434
1111222233334444	1122133214344234
1111222233334444	1211132422343344
1111222233334444	1123231214432434
1111222233334444	1211132422343434
1111222233334444	1123211324432434
1111222233334444	1211132322344434
1111222233334444	1122131324432434
1111222233334444	1211132322443434
1111222233334444	1212123313244434
1111222233334444	1213211434232344
1111222233334444	1212123331244434
1111222233334444	1123211434232344
1111222233334444	1213121422333444
1111222233334444	1213213214432434
1111222233334444	1122133214342434
1111222233334444	1211132423243344
1111222233334444	1213211324432434
1111222233334444	1211132323244434
1111222233334444	1212113323244434
1111222233334444	1213211324243344
1111222233334444	1212113322344434
1111222233334444	1123211324243344
1111222233334444	1213122412333444
1111222233334444	1213123214432434
1111222233334444	1231142213342434
1111222233334444	1211132423342344
1111222233334444	1213122314432434
1111222233334444	1211132423342434
1111222233334444	1213212314432434
1111222233334444	1211132423344234
1111222233334444	1213124212333444
1111222233334444	1231123214432434
1111222233334444	1231142213342344
1111222233334444	1211132423432344
1111222233334444	1231122314432434
1111222233334444	1211132423432434
1111222233334444	1231121324432434
1111222233334444	1211132323442434
1111222233334444	1231112324432434
1111222233334444	1211132323444234
1111222233334444	1212113324432434
1111222233334444	1211132324243344
1111222233334444	1213122313244434
1111222233334444	1213211423342434
1111222233334444	1213122331244434
1111222233334444	1123211423342434
1111222233334444	1213123213244434
1111222233334444	1213211423342344
1111222233334444	1213212313244434
1111222233334444	1213211423344234
1111222233334444	1213212331244434
1111222233334444	1123211423344234
1111222233334444	1213213213244434
1111222233334444	1213211423243344
1111222233334444	1211123324432434
1111222233334444	1211132324432344
1111222233334444	1213211323244434
1111222233334444	1211132324432434
1111222233334444	1213213212344434
1111222233334444	1234111223243344
1111222233334444	1213121324432434
1111222233334444	1211132324342434
1111222233334444	1213112324432434
1111222233334444	1211132324344234
1111222233334444	1211123323244434
1111222233334444	1213211324432344
1111222233334444	1211123322344434
1111222233334444	1123211324432344
1111222233334444	1213212412333444
1111222233334444	1123123214432434
1111222233334444	1231142213344234
1111222233334444	1211132432342344
1111222233334444	1123122314432434
1111222233334444	1211132432342434
1111222233334444	1123212314432434
1111222233334444	1211132432344234
1111222233334444	1213214212333444
1111222233334444	1122123314432434
1111222233334444	1231142213243344
1111222233334444	1211132432432344
1111222233334444	1122132314432434
1111222233334444	1211132432432434
1111222233334444	1122121334432434
1111222233334444	1211122333442434
1111222233334444	1122112334432434
1111222233334444	1211122333444234
1111222233334444	1213112323244434
1111222233334444	1213211324344234
1111222233334444	1213112322344434
1111222233334444	1123211324344234
1111222233334444	1213112223344434
1111222233334444	1213211224343344
1111222233334444	1212123314432434
1111222233334444	1211132434232344
1111222233334444	1213121323244434
1111222233334444	1213211324342434
1111222233334444	1213121322344434
1111222233334444	1123211324342434
1111222233334444	1213123212344434
1111222233334444	1234111223342344
1111222233334444	1213121223344434
1111222233334444	1212121334432434
1111222233334444	1213211224343434
1111222233334444	1211122334342434
1111222233334444	1212112334432434
1111222233334444	1211122334344234
1111222233334444	1213122312344434
1111222233334444	1234111223342434
1111222233334444	1213211223344434
1111222233334444	1211122334432434
1111222233334444	1213212312344434
1111222233334444	1234111223344234
1111222233334444	1231122313244434
1111222233334444	1213211423432434
1111222233334444	1231122331244434
1111222233334444	1123211423432434
1111222233334444	1231123213244434
1111222233334444	1213211423432344
1111222233334444	1231112323244434
1111222233334444	1213211323444234
1111222233334444	1231112322344434
1111222233334444	1123211323444234
1111222233334444	1231121323244434
1111222233334444	1213211323442434
1111222233334444	1231121322344434
1111222233334444	1123211323442434
1111222233334444	1231123212344434
1111222233334444	1234111223432344
1111222233334444	1231121223344434
1111222233334444	1213211223443434
1111222233334444	1231122312344434
1111222233334444	1234111223432434
1111222233334444	1231112422333444
1111222233334444	1123213214432344
1111222233334444	1122133213444234
1111222233334444	1211134222343344
1111222233334444	1123231214432344
1111222233334444	1211134222343434
1111222233334444	1231121422333444
1111222233334444	1213213214432344
1111222233334444	1122133213442434
1111222233334444	1211134223243344
1111222233334444	1123213214243344
1111222233334444	1122132331444234
1111222233334444	1213114222343344
1111222233334444	1122113432432434
1111222233334444	1231122412333444
1111222233334444	1213123214432344
1111222233334444	1231142213432434
1111222233334444	1211134223342344
1111222233334444	1213122314432344
1111222233334444	1211134223342434
1111222233334444	1213212314432344
1111222233334444	1211134223344234
1111222233334444	1123213412243344
1111222233334444	1123122331444234
1111222233334444	1213214321344234
1111222233334444	1122113432342434
1111222233334444	1123213412432344
1111222233334444	1123123213444234
1111222233334444	1231124321344234
1111222233334444	1231112432342344
1111222233334444	1123213414232344
1111222233334444	1123122313444234
1111222233334444	1213124321344234
1111222233334444	1231112432342434
1111222233334444	1123213421243344
1111222233334444	1231124212333444
1111222233334444	1123212331444234
1111222233334444	1231123214432344
1111222233334444	1123214321344234
1111222233334444	1231142213432344
1111222233334444	1122113432344234
1111222233334444	1211134223432344
1111222233334444	1231122314432344
1111222233334444	1211134223432434
1111222233334444	1123213421432344
1111222233334444	1123213213444234
1111222233334444	1122134321344234
1111222233334444	1231112422343344
1111222233334444	1123231213444234
1111222233334444	1231112422343434
1111222233334444	1231121324432344
1111222233334444	1211123323442434
1111222233334444	1123213441232344
1111222233334444	1123212313444234
1111222233334444	1123124321344234
1111222233334444	1231112432344234
1111222233334444	1231112324432344
1111222233334444	1211123323444234
1111222233334444	1231141222333444
1111222233334444	1212113324432344
1111222233334444	1122133212443434
1111222233334444	1211123324243344
1111222233334444	1123214312243344
1111222233334444	1122121333444234
1111222233334444	1213214321243344
1111222233334444	1122112333442434
1111222233334444	1123214312432344
1111222233334444	1122123313444234
1111222233334444	1231124321243344
1111222233334444	1231112432432344
1111222233334444	1123214314232344
1111222233334444	1122132313444234
1111222233334444	1213124321243344
1111222233334444	1231112432432434
1111222233334444	1123214321243344
1111222233334444	1231142212333444
1111222233334444	1122112333444234
1111222233334444	1211123324432344
1111222233334444	1122131323444234
1111222233334444	1231112322443434
1111222233334444	1213121324432344
1111222233334444	1211123324342434
1111222233334444	1213112324432344
1111222233334444	1211123324344234
1111222233334444	1123231214243344
1111222233334444	1213114222343434
1111222233334444	1123231412243344
1111222233334444	1213122331444234
1111222233334444	1213214321342434
1111222233334444	1122113423342434
1111222233334444	1123231412432344
1111222233334444	1213123213444234
1111222233334444	1231124321342434
1111222233334444	1231112423342344
1111222233334444	1123231414232344
1111222233334444	1213122313444234
1111222233334444	1213124321342434
1111222233334444	1231112423342434
1111222233334444	1123231421243344
1111222233334444	1213212331444234
1111222233334444	1123214321342434
1111222233334444	1122113423344234
1111222233334444	1123231421432344
1111222233334444	1213213213444234
1111222233334444	1122134321342434
1111222233334444	1231112423243344
1111222233334444	1123231441232344
1111222233334444	1213212313444234
1111222233334444	1123124321342434
1111222233334444	1231112423344234
1111222233334444	1123234112243344
1111222233334444	1231122331444234
1111222233334444	1213214321342344
1111222233334444	1122113423432434
1111222233334444	1123234112432344
1111222233334444	1231123213444234
1111222233334444	1231124321342344
1111222233334444	1231112423432344
1111222233334444	1123234114232344
1111222233334444	1231122313444234
1111222233334444	1213124321342344
1111222233334444	1231112423432434
1111222233334444	1123234411232344
1111222233334444	1231112323444234
1111222233334444	1231121323444234
1111222233334444	1231112323442434
1111222233334444	1212121333444234
1111222233334444	1122112334342434
1111222233334444	1212123313444234
1111222233334444	1231112434232344
1111222233334444	1212112333444234
1111222233334444	1122112334344234
1111222233334444	1212113323444234
1111222233334444	1231112324243344
1111222233334444	1213112323444234
1111222233334444	1231112324344234
1111222233334444	1213121323444234
1111222233334444	1231112324342434
1111222233334444	1234112212333444
1111222233334444	1122123334441234
1111222233334444	1231142212343344
1111222233334444	1211123432432344
1111222233334444	1122132334441234
1111222233334444	1211123432432434
1111222233334444	1123122334441234
1111222233334444	1211123432342434
1111222233334444	1123212334441234
1111222233334444	1211123432344234
1111222233334444	1234121212333444
1111222233334444	1212123334441234
1111222233334444	1231142212343434
1111222233334444	1211123434232344
1111222233334444	1213122334441234
1111222233334444	1211123423342434
1111222233334444	1213212334441234
1111222233334444	1211123423344234
1111222233334444	1231122334441234
1111222233334444	1211123423432434
1111222233334444	1212113324243344
1111222233334444	1122131322443434
1111222233334444	1212113432432344
1111222233334444	1123213212443434
1111222233334444	1122123334144234
1111222233334444	1231141222343344
1111222233334444	1212113434232344
1111222233334444	1123231212443434
1111222233334444	1212123334144234
1111222233334444	1231141222343434
1111222233334444	1213213212443434
1111222233334444	1231141223243344
1111222233334444	1213121322443434
1111222233334444	1122131324342434
1111222233334444	1213123212443434
1111222233334444	1231141223342344
1111222233334444	1213122312443434
1111222233334444	1231141223342434
1111222233334444	1213112322443434
1111222233334444	1122131324344234
1111222233334444	1213112223443434
1111222233334444	1231121224343344
1111222233334444	1213121223443434
1111222233334444	1231121224343434
1111222233334444	1213212312443434
1111222233334444	1231141223344234
1111222233334444	1231121322443434
1111222233334444	1122131323442434
1111222233334444	1231123212443434
1111222233334444	1231141223432344
1111222233334444	1231122312443434
1111222233334444	1231141223432434
1111222233334444	1231121223443434
1111222233334444	1213213214243344
1111222233334444	1122132331442434
1111222233334444	1213114223243344
1111222233334444	1122131432432434
1111222233334444	1213213412243344
1111222233334444	1123122331442434
1111222233334444	1213214323144234
1111222233334444	1122131432342434
1111222233334444	1213213412432344
1111222233334444	1123123213442434
1111222233334444	1231124323144234
1111222233334444	1231121432342344
1111222233334444	1213213414232344
1111222233334444	1123122313442434
1111222233334444	1213124323144234
1111222233334444	1231121432342434
1111222233334444	1213213421243344
1111222233334444	1123212331442434
1111222233334444	1123214323144234
1111222233334444	1122131432344234
1111222233334444	1213213421432344
1111222233334444	1123213213442434
1111222233334444	1122134323144234
1111222233334444	1231121422343344
1111222233334444	1123231213442434
1111222233334444	1231121422343434
1111222233334444	1213213441232344
1111222233334444	1123212313442434
1111222233334444	1123124323144234
1111222233334444	1231121432344234
1111222233334444	1213214312243344
1111222233334444	1122121333442434
1111222233334444	1213214312432344
1111222233334444	1122123313442434
1111222233334444	1231124312243344
1111222233334444	1231121432432344
1111222233334444	1213214314232344
1111222233334444	1122132313442434
1111222233334444	1213124312243344
1111222233334444	1231121432432434
1111222233334444	1213122331442434
1111222233334444	1122131423342434
1111222233334444	1213123213442434
1111222233334444	1231121423342344
1111222233334444	1213122313442434
1111222233334444	1231121423342434
1111222233334444	1213212331442434
1111222233334444	1122131423344234
1111222233334444	1213213213442434
1111222233334444	1231121423243344
1111222233334444	1213212313442434
1111222233334444	1231121423344234
1111222233334444	1231122331442434
1111222233334444	1122131423432434
1111222233334444	1231123213442434
1111222233334444	1231121423432344
1111222233334444	1231122313442434
1111222233334444	1231121423432434
1111222233334444	1231121323442434
1111222233334444	1212121333442434
1111222233334444	1122121334342434
1111222233334444	1212123313442434
1111222233334444	1231121434232344
1111222233334444	1212112333442434
1111222233334444	1122121334344234
1111222233334444	1212113323442434
1111222233334444	1231121324243344
1111222233334444	1213112323442434
1111222233334444	1231121324344234
1111222233334444	1213121323442434
1111222233334444	1231121324342434
1111222233334444	1122123314342434
1111222233334444	1231142312243344
1111222233334444	1213121432432344
1111222233334444	1213214312432434
1111222233334444	1122123314344234
1111222233334444	1231142321243344
1111222233334444	1213112432432344
1111222233334444	1123214312432434
1111222233334444	1122123413342434
1111222233334444	1234121312243344
1111222233334444	1213122433441234
1111222233334444	1213214312342434
1111222233334444	1122123413344234
1111222233334444	1234121321243344
1111222233334444	1213212433441234
1111222233334444	1123214312342434
1111222233334444	1122123413432434
1111222233334444	1234123112243344
1111222233334444	1231122433441234
1111222233334444	1213214312342344
1111222233334444	1122123431342434
1111222233334444	1234112312243344
1111222233334444	1123122433441234
1111222233334444	1213214312344234
1111222233334444	1122123431344234
1111222233334444	1234112321243344
1111222233334444	1123212433441234
1111222233334444	1123214312344234
1111222233334444	1122123431432434
1111222233334444	1234112213243344
1111222233334444	1122132433441234
1111222233334444	1213214212343344
1111222233334444	1122123433441234
1111222233334444	1234112212343344
1111222233334444	1234121213243344
1111222233334444	1213214212343434
1111222233334444	1122123434341234
1111222233334444	1234121212343344
1111222233334444	1212123433441234
1111222233334444	1234112212343434
1111222233334444	1122132314342434
1111222233334444	1213121432432434
1111222233334444	1122132314344234
1111222233334444	1213112432432434
1111222233334444	1122132334144234
1111222233334444	1212113432432434
1111222233334444	1122132413342434
1111222233334444	1213122413243344
1111222233334444	1213122431432434
1111222233334444	1213214213342434
